1020.805 ; 1027.212 ; None
1027.212 ; 1030.574 ; spk1
1030.574 ; 1036.347 ; None
1036.347 ; 1040.265 ; spk1
1040.265 ; 1040.567 ; None
1040.567 ; 1042.696 ; spk1
1042.696 ; 1043.112 ; None
1043.112 ; 1044.544 ; spk1
1044.544 ; 1044.94 ; None
1044.94 ; 1045.651 ; spk1
1045.651 ; 1046.561 ; None
1046.561 ; 1047.854 ; spk1
1047.854 ; 1048.121 ; None
1048.121 ; 1049.094 ; spk1
1049.094 ; 1049.736 ; None
1049.736 ; 1051.223 ; spk1
1051.223 ; 1051.831 ; None
1051.831 ; 1053.379 ; spk1
1053.379 ; 1060.613 ; spk2
1060.613 ; 1061.058 ; None
1061.058 ; 1063.038 ; spk2
1063.038 ; 1063.322 ; None
1063.322 ; 1066.541 ; spk2
1066.541 ; 1067.012 ; None
1067.012 ; 1070.43 ; spk2
1070.43 ; 1070.711 ; None
1070.711 ; 1073.182 ; spk2
1073.182 ; 1073.525 ; None
1073.525 ; 1074.61 ; spk2
1074.61 ; 1075.505 ; spk1 spk2
1075.505 ; 1076.648 ; spk2
1076.648 ; 1076.899 ; None
1076.899 ; 1079.05 ; spk1
1079.05 ; 1079.323 ; None
1079.323 ; 1080.287 ; spk1
1080.287 ; 1080.548 ; spk3 spk1
1080.548 ; 1081.821 ; spk1
1081.821 ; 1085.991 ; spk3
1085.991 ; 1086.483 ; None
1086.483 ; 1088.728 ; spk3
1088.728 ; 1090.002 ; spk1 spk3
1090.002 ; 1091.295 ; spk3
1091.295 ; 1092.602 ; spk1
1092.602 ; 1092.936 ; None
1092.936 ; 1098.491 ; spk1
1098.491 ; 1098.805 ; None
1098.805 ; 1100.31 ; spk1
1100.31 ; 1100.626 ; None
1100.626 ; 1102.586 ; spk1
1102.586 ; 1103.045 ; None
1103.045 ; 1106.285 ; spk1
1106.285 ; 1108.0 ; None
1108.0 ; 1109.889 ; spk2
1109.889 ; 1110.163 ; None
1110.163 ; 1112.225 ; spk2
1112.225 ; 1112.573 ; None
1112.573 ; 1113.798 ; spk2
1113.798 ; 1114.572 ; None
1114.572 ; 1117.975 ; spk2
1117.975 ; 1118.508 ; None
1118.508 ; 1119.801 ; spk2
1119.801 ; 1120.171 ; None
1120.171 ; 1123.027 ; spk2
1123.027 ; 1123.329 ; None
1123.329 ; 1126.967 ; spk2
1126.967 ; 1127.275 ; None
1127.275 ; 1130.03 ; spk2
1130.03 ; 1130.407 ; None
1130.407 ; 1132.296 ; spk1
1132.296 ; 1132.632 ; None
1132.632 ; 1133.192 ; spk1
1133.192 ; 1133.898 ; None
1133.898 ; 1137.219 ; spk1
1137.219 ; 1137.909 ; None
1137.909 ; 1138.196 ; spk2
1138.196 ; 1139.703 ; spk1 spk2
1139.703 ; 1142.243 ; spk1
1142.243 ; 1143.221 ; None
1143.221 ; 1148.895 ; spk2
1148.895 ; 1149.222 ; None
1149.222 ; 1151.702 ; spk2
1151.702 ; 1151.995 ; None
1151.995 ; 1153.079 ; spk2
1153.079 ; 1153.387 ; None
1153.387 ; 1153.955 ; spk2 spk1
1153.955 ; 1155.995 ; spk2
1155.995 ; 1156.749 ; None
1156.749 ; 1159.419 ; spk1
1159.419 ; 1160.342 ; None
1160.342 ; 1162.507 ; spk1
1162.507 ; 1163.574 ; None
1163.574 ; 1165.93 ; spk1
1165.93 ; 1166.376 ; None
1166.376 ; 1170.272 ; spk1
1170.272 ; 1174.504 ; None
1174.504 ; 1176.208 ; spk1
1176.208 ; 1176.756 ; None
1176.756 ; 1179.633 ; spk1
1179.633 ; 1180.029 ; None
1180.029 ; 1181.294 ; spk1
1181.294 ; 1183.943 ; None
1183.943 ; 1185.916 ; spk1
1185.916 ; 1188.826 ; None
1188.826 ; 1189.866 ; spk1
1189.866 ; 1190.639 ; None
1190.639 ; 1191.412 ; spk1
1191.412 ; 1192.712 ; None
1192.712 ; 1194.178 ; spk1
1194.178 ; 1195.019 ; None
1195.019 ; 1197.122 ; spk1
1197.122 ; 1197.717 ; None
1197.717 ; 1198.613 ; spk1
1198.613 ; 1200.447 ; None
1200.447 ; 1201.268 ; spk1
1201.268 ; 1201.501 ; None
1201.501 ; 1202.945 ; spk1
1202.945 ; 1203.344 ; None
1203.344 ; 1205.308 ; spk1
1205.308 ; 1205.719 ; None
1205.719 ; 1207.034 ; spk1
1207.034 ; 1207.5 ; None
1207.5 ; 1208.273 ; spk2 spk1
1208.273 ; 1209.484 ; None
1209.484 ; 1212.914 ; spk2
