	RJ5.00	RC5.00	timeline	trscode	D5.00	S1D5.00	S2D5.00	S3D5.00	V5.00	S1V5.00	S2V5.00	S3V5.00	timecode	début	fin	numEvent	événement	numAct	action	commentaires	numSpk	Spk	texte	texte-PxP	texte-colour	texte-support	dureeS1	dureeS2	PxP	colour	support	sumPxP	sumColour	sumSupport	pause	suivant	durée	plage	même	start	end	discours	émotion	excitation	noms	joueurs
10675			458576.0										405845.0	4585.76	4585.92	461	passe	910	réception			spk1																								
10676			458592.0										405861.0	4585.92	4586.68	462	porté	911	porté			spk1																								
10677	1.5	0.5	458600.0	01:16:26.00	3.4	2.8	0.6	0.0	3.73626373626	3.03687635575	0.763358778626	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10678			458668.0										405937.0	4586.68	4587.12	463	regroupement	912	plaquage	spk1-733		spk1																								
10679	1.5	0.5	458700.0	01:16:27.00	3.3	3.2	0.1	0.0	3.81502890173	3.69942196532	0.124533001245	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10680			458712.0										405981.0	4587.12	4590.04	463	regroupement	913	regroupement	spk1-733		spk1																								
10681			458739.0											4587.39	4587.46																				spk1	spk1	0.0699999999997	0.07	True							
10682	1.5	0.5	458800.0	01:16:28.00	3.3	3.2	0.1	0.0	3.81502890173	3.69942196532	0.124533001245	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
10683			458802.0										406071.0	4588.02	4589.5						733.0	spk1	et puis Martin repoussé	1.0			150.0																			
10684			458812.0											4588.12	4588.48																				spk1	spk1	0.36	0.36	True							
10685			458850.0											4588.5	4588.61																				spk1	spk1	0.11	0.11	True							
10686			458887.0											4588.87	4589.21																				spk1	spk1	0.34	0.34	True							
10687	1.5	0.5	458900.0	01:16:29.00	3.9	3.2	0.7	0.0	4.63182897862	3.78698224852	0.897435897436	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10688			458959.0											4589.59	4589.68																				spk1	spk1	0.0900000000001	0.09	True							
10689	1.5	0.5	459000.0	01:16:30.00	4.4	3.2	1.2	0.0	5.28846153846	3.91676866585	1.55844155844	0.0																	1.0	1.0	0.0	2.0	1.0	0.0												
10690			459004.0										406273.0	4590.04	4590.68	463	regroupement	914	extraction	spk1-734		spk1																								
10691			459008.0											4590.08	4590.62																				spk1	spk2	0.54	0.54	False							
10692			459067.0											4590.67	4591.02																				spk2	spk1	0.35	0.35	False							
10693			459068.0										406337.0	4590.68	4591.8	464	passe	915	passe	spk1-734		spk1																								
10694	1.0	0.5	459100.0	01:16:31.00	3.8	2.5	1.3	0.0	4.63414634147	3.05623471883	1.64348925411	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10695			459104.0											4591.04	4591.14																				spk1	spk1	0.1	0.1	True							
10696			459135.0											4591.36	4591.53																				spk1	spk1	0.17	0.17	True							
10697			459146.0										406415.0	4591.46	4592.1						734.0	spk1	Mignoni	1.0			75.0																			
10698			459166.0											4591.66	4593.16																				spk1	spk2	1.5	1.5	False							
10699			459180.0										406449.0	4591.8	4592.2	464	passe	916	réception	spk1-735		spk1																								
10700	1.0	0.5	459200.0	01:16:32.00	3.6	2.1	1.5	0.0	4.5918367347	2.69576379974	1.85185185185	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10701			459220.0										406489.0	4592.2	4592.52	465	porté	917	porté	spk1-735		spk1																								
10702			459238.0										406507.0	4592.38	4593.06						735.0	spk1	Skrela	1.0			75.0																			
10703			459252.0										406521.0	4592.52	4592.76	466	passe	918	passe	spk1-735		spk1																								
10704			459276.0										406545.0	4592.76	4593.0	466	passe	919	réception	spk1-736		spk1																								
10705	1.0	0.5	459300.0	01:16:33.00	3.3	1.8	1.5	0.0	4.49591280654	2.46913580247	1.74621653085	0.0	406569.0	4593.0	4594.32	467	regroupement	920	plaquage	spk1-736, spk1-737		spk1							0.0	1.0	0.0	0.0	2.0	0.0												
10706			459332.0											4593.32	4593.47																				spk2	spk2	0.150000000001	0.15	True							
10707			459338.0										406607.0	4593.38	4595.3						736.0	spk1	à l'intérieur pour Dominici stoppé net	1.0			200.0																			
10708			459357.0											4593.57	4593.63																				spk2	spk2	0.0600000000004	0.06	True							
10709			459378.0											4593.78	4594.49																				spk2	spk2	0.71	0.71	True							
10710	0.5	0.5	459400.0	01:16:34.00	3.4	1.9	1.5	0.0	4.58221024259	2.57801899593	1.71821305842	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
10711			459432.0										406701.0	4594.32	4596.84	467	regroupement	921	regroupement			spk1																								
10712			459485.0											4594.86	4594.91																				spk2	spk2	0.0500000000002	0.05	True							
10713			459499.0											4594.99	4595.04																				spk2	spk2	0.0500000000002	0.05	True							
10714	0.0	0.0	459500.0	01:16:35.00	3.0	1.5	1.5	0.0	3.99467376831	2.01072386059	1.68918918919	0.0																	0.0	1.0	1.0	0.0	1.0	1.0												
10715			459517.0											4595.17	4596.03																				spk2	spk2	0.86	0.86	True							
10716			459574.0										406843.0	4595.74	4597.18						737.0	spk1	désossé là Dominici regardez		1		150.0																			
10717	0.0	0.0	459600.0	01:16:36.00	3.7	2.3	1.4	0.0	5.14603616134	3.22128851541	1.6317016317	0.0																	1.0	0.0	1.0	1.0	0.0	1.0												
10718			459614.0											4596.15	4596.6																				spk2	spk1	0.450000000001	0.45	False							
10719			459678.0											4596.78	4597.12																				spk1	spk1	0.34	0.34	True							
10720			459684.0										406953.0	4596.84	4598.56	467	regroupement	922	extraction			spk1																								
10721	0.0	0.0	459700.0	01:16:37.00	3.7	2.3	1.4	0.0	4.67762326169	2.9262086514	1.69902912621	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10722			459739.0											4597.4	4597.53																				spk1	spk1	0.13	0.13	True							
10723			459750.0										407019.0	4597.5	4600.5						502.0	spk2	regardez au milieu du terrain il y a le numéro deux le numéro sept c'est des avants		1			300.0																		
10724			459760.0											4597.6	4598.04																				spk1	spk1	0.44	0.44	True							
10725	0.0	0.0	459800.0	01:16:38.00	3.7	2.3	1.4	0.0	4.67762326169	2.9262086514	1.69902912621	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10726			459834.0											4598.34	4599.66																				spk1	spk1	1.32	1.32	True							
10727			459856.0										407125.0	4598.56	4603.92	468	regroupement	923	regroupement			spk2																								
10728	0.0	0.0	459900.0	01:16:39.00	3.1	2.3	0.8	0.0	3.80835380835	2.85359801489	0.944510035419	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
10729	0.0	0.0	460000.0	01:16:40.00	2.6	2.3	0.3	0.0	3.15533980582	2.75779376499	0.350058343057	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10730			460025.0											4600.25	4600.29																				spk1	spk1	0.04	0.04	True							
10731			460054.0											4600.54	4600.74																				spk1	spk1	0.2	0.2	True							
10732			460093.0											4600.93	4601.31																				spk1	spk1	0.38	0.38	True							
10733			460094.0										407363.0	4600.94	4605.46						503.0	spk2	donc il faut jouer plus loin que le milieu de terrain parce qu'avec la vitesse nos trois-quarts on va les battre ils sont lourds		1			475.0																		
10734	0.0	0.0	460100.0	01:16:41.00	2.9	2.7	0.2	0.0	3.48977135981	3.26086956522	0.232288037166	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
10735			460196.0											4601.96	4605.42																				spk1	spk1	3.46	3.46	True							
10736	0.0	0.0	460200.0	01:16:42.00	2.7	2.7	0.0	0.0	3.22195704057	3.22195704057	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10737	0.0	0.0	460300.0	01:16:43.00	2.5	2.5	0.0	0.0	2.79329608939	2.79329608939	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10738			460392.0										407661.0	4603.92	4605.84	468	regroupement	924	extraction			spk2																								
10739	0.0	0.0	460400.0	01:16:44.00	3.0	3.0	0.0	0.0	3.34448160535	3.34448160535	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10740	0.0	0.0	460500.0	01:16:45.00	3.1	3.1	0.0	0.0	3.60046457607	3.60046457607	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10741			460568.0											4605.68	4605.77																				spk1	spk1	0.0900000000001	0.09	True							
10742			460584.0										407853.0	4605.84	4606.48	469	porté	925	porté			spk2																								
10743			460586.0										407855.0	4605.86	4609.14						504.0	spk2	regardez le un il est en position de centre là argentin regardez vous le voyez à l'écran là		1			350.0																		
10744	0.0	0.0	460600.0	01:16:46.00	2.7	2.7	0.0	0.0	2.93797606094	2.93797606094	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10745			460604.0											4606.04	4606.08																				spk1	spk1	0.04	0.04	True							
10746			460648.0										407917.0	4606.48	4607.04	470	regroupement	926	plaquage			spk2																								
10747			460674.0											4606.74	4607.8																				spk1	spk1	1.06	1.06	True							
10748	0.5	0.0	460700.0	01:16:47.00	2.4	2.4	0.0	0.0	2.61153427639	2.61153427639	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10749			460704.0										407973.0	4607.04	4610.84	470	regroupement	927	regroupement			spk2																								
10750	1.0	0.0	460800.0	01:16:48.00	2.4	2.4	0.0	0.0	2.61153427639	2.61153427639	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10751			460868.0											4608.69	4608.74																				spk1	spk1	0.0500000000002	0.05	True							
10752	2.0	0.5	460900.0	01:16:49.00	2.4	2.4	0.0	0.0	2.61153427639	2.61153427639	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
10753			460920.0											4609.2	4609.61																				spk1	spk1	0.41	0.41	True							
10754			460958.0										408227.0	4609.58	4613.14						505.0	spk2	et voilà il appelle d'ailleurs venez m'aider parce que la quand même ça va vite hé oui		1			375.0																		
10755			460963.0											4609.63	4609.83																				spk1	spk1	0.2	0.2	True							
10756			460993.0											4609.93	4610.51																				spk1	spk1	0.58	0.58	True							
10757	2.0	0.5	461000.0	01:16:50.00	2.4	2.4	0.0	0.0	2.61153427639	2.61153427639	0.0	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
10758			461084.0										408353.0	4610.84	4611.52	470	regroupement	928	extraction			spk2																								
10759	3.5	0.5	461100.0	01:16:51.00	2.0	2.0	0.0	0.0	2.15517241379	2.15517241379	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10760			461130.0											4611.3	4617.24																				spk1	spk1	5.94	5.94	True							
10761			461152.0										408421.0	4611.52	4612.0	471	passe	929	passe			spk2																								
10762	4.0	0.5	461200.0	01:16:52.00	1.8	1.8	0.0	0.0	1.88087774295	1.88087774295	0.0	0.0	408469.0	4612.0	4612.64	471	passe	930	réception			spk2							0.0	0.0	0.0	0.0	0.0	0.0												
10763			461264.0										408533.0	4612.64	4613.12	472	porté	931	porté			spk2																								
10764	4.5	0.5	461300.0	01:16:53.00	2.2	2.2	0.0	0.0	2.29885057471	2.29885057471	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10765			461312.0										408581.0	4613.12	4616.44	473	regroupement	932	regroupement			spk2																								
10766			461366.0										408635.0	4613.66	4614.62						738.0	spk1	et les Français qui	1.0			100.0																			
10767	4.5	0.5	461400.0	01:16:54.00	1.5	1.5	0.0	0.0	1.61812297735	1.61812297735	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10768			461482.0										408751.0	4614.82	4616.62						739.0	spk1	continuent à pilonner la défense	1.0			200.0																			
10769	4.5	0.5	461500.0	01:16:55.00	1.7	1.7	0.0	0.0	1.7819706499	1.7819706499	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10770	4.5	0.5	461600.0	01:16:56.00	2.0	2.0	0.0	0.0	2.0964360587	2.0964360587	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10771			461644.0										408913.0	4616.44	4617.08	473	regroupement	933	extraction			spk1																								
10772	4.0	0.5	461700.0	01:16:57.00	2.4	2.4	0.0	0.0	2.52631578947	2.52631578947	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
10773			461702.0										408971.0	4617.02	4618.9						740.0	spk1	de l'Argentine c'est une bonne séquence	1.0			200.0																			
10774			461708.0										408977.0	4617.08	4617.88	474	porté	934	porté			spk1																								
10775			461788.0										409057.0	4617.88	4618.32	475	passe	935	passe			spk1																								
10776	3.5	0.5	461800.0	01:16:58.00	2.9	2.9	0.0	0.0	3.06553911205	3.06553911205	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10777			461808.0											4618.08	4619.48																				spk1	spk1	1.4	1.4	True							
10778			461832.0										409101.0	4618.32	4618.56	475	passe	936	réception	spk1-741		spk1																								
10779			461856.0										409125.0	4618.56	4618.8	476	porté	937	porté	spk1-741		spk1																								
10780			461880.0										409149.0	4618.8	4619.68	477	passe	938	passe	spk1-741		spk1																								
10781	3.0	0.5	461900.0	01:16:59.00	3.6	3.6	0.0	0.0	3.825717322	3.825717322	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10782			461918.0										409187.0	4619.18	4620.26						741.0	spk1	avec Skrela	1.0			125.0																			
10783			461968.0										409237.0	4619.68	4619.88	477	passe	939	réception	spk1-742		spk1																								
10784			461979.0											4619.79	4619.88																				spk1	spk1	0.0900000000001	0.09	True							
10785			461988.0										409257.0	4619.88	4620.96	478	porté	940	porté	spk1-742		spk1																								
10786	3.0	0.5	462000.0	01:17:00.00	3.9	3.9	0.0	0.0	4.15335463259	4.15335463259	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10787			462058.0										409327.0	4620.58	4621.9						742.0	spk1	avec Rougerie	1.0			150.0																			
10788			462096.0										409365.0	4620.96	4622.92	479	regroupement	941	plaquage	spk1-743		spk1																								
10789	1.5	0.5	462100.0	01:17:01.00	4.3	4.1	0.0	0.2	4.57933972311	4.5104510451	0.0	0.247524752475																	1.0	0.0	0.0	1.0	0.0	0.0												
10790			462176.0											4621.76	4622.43																				spk1	spk1	0.67	0.67	True							
10791	1.0	0.5	462200.0	01:17:02.00	4.9	4.2	0.0	0.7	5.23504273504	4.81099656357	0.0	0.869565217391																	0.0	1.0	0.0	0.0	1.0	0.0												
10792			462292.0										409561.0	4622.92	4625.56	479	regroupement	942	regroupement	spk1-743		spk1																								
10793			462299.0											4622.99	4623.03																				spk1	spk1	0.04	0.04	True							
10794	0.5	0.5	462300.0	01:17:03.00	4.7	3.6	0.0	1.1	5.04833512352	4.31654676259	0.0	1.32211538461																	0.0	1.0	0.0	0.0	1.0	0.0												
10795			462325.0											4623.25	4623.3																				spk1	spk1	0.0500000000002	0.05	True							
10796	0.5	0.5	462400.0	01:17:04.00	4.9	3.5	0.0	1.4	5.07246376812	4.09836065574	0.0	1.67664670659																	0.0	1.0	0.0	0.0	1.0	0.0												
10797			462402.0										409671.0	4624.02	4627.06						743.0	spk1	ah ouais qui a gardé le ballon qui l'a bien gardé qui l'a bien libéré	1.0			325.0																			
10798			462468.0											4624.68	4625.52																				spk1	spk1	0.84	0.84	True							
10799	0.5	0.5	462500.0	01:17:05.00	4.7	3.0	0.0	1.7	4.82051282051	3.57568533969	0.0	1.97674418605																	0.0	1.0	0.0	0.0	1.0	0.0												
10800			462556.0										409825.0	4625.56	4626.36	479	regroupement	943	extraction			spk1																								
10801	0.5	0.5	462600.0	01:17:06.00	4.6	2.3	0.0	2.3	4.71794871795	2.86425902864	0.0	2.58136924803																	0.0	1.0	0.0	0.0	2.0	0.0												
10802			462630.0											4626.3	4626.38																				spk1	spk3	0.0799999999999	0.08	False							
10803			462636.0										409905.0	4626.36	4626.68	480	porté	944	porté			spk1																								
10804			462668.0										409937.0	4626.68	4627.44	481	passe	945	passe			spk1																								
10805	0.5	0.5	462700.0	01:17:07.00	4.6	1.8	0.0	2.8	4.7227926078	2.31362467866	0.0	3.0701754386																	0.0	1.0	0.0	0.0	1.0	0.0												
10806			462712.0											4627.12	4627.15																				spk3	spk3	0.0299999999997	0.03	True							
10807			462744.0										410013.0	4627.44	4627.76	481	passe	946	réception	spk1-744		spk1																								
10808			462776.0										410045.0	4627.76	4628.0	482	porté	947	porté	spk1-744		spk1																								
10809			462778.0										410047.0	4627.78	4628.74						744.0	spk1	Skrela encore	1.0			100.0																			
10810			462789.0											4627.89	4628.46																				spk3	spk3	0.57	0.57	True							
10811	0.5	0.5	462800.0	01:17:08.00	4.2	1.3	0.0	2.9	4.34332988625	1.68175937904	0.0	3.16593886463	410069.0	4628.0	4628.32	483	passe	948	passe	spk1-744		spk1							0.0	1.0	0.0	0.0	1.0	0.0												
