	RJ5.00	RC5.00	timeline	trscode	D5.00	S1D5.00	S2D5.00	S3D5.00	V5.00	S1V5.00	S2V5.00	S3V5.00	timecode	début	fin	numEvent	événement	numAct	action	commentaires	numSpk	Spk	texte	texte-PxP	texte-colour	texte-support	dureeS1	dureeS2	PxP	colour	support	sumPxP	sumColour	sumSupport	pause	suivant	durée	plage	même	start	end	discours	émotion	excitation	noms	joueurs
851			34329.0											343.29	343.33																				spk1	spk1	0.04	0.04	True							
852			34336.0										34336.0	343.36	344.48						94.0	spk1	David Skrela	1.0			125.0													344.285	345.376	narration		1	David Skrela	David Skrela=Fr
853			34373.0											343.73	344.41																				spk1	spk1	0.68	0.68	True							
854			34398.0										34398.0	343.98	346.34	46	sifflet	91	sifflet	spk1-095,spk1-096		spk1																								
855	2.5	1.0	34400.0	00:05:44.00	3.2	1.5	1.7	0.0	3.59955005624	1.78571428571	2.125	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
856			34477.0											344.77	344.8																				spk1	spk1	0.03	0.03	True							
857	2.5	1.0	34500.0	00:05:45.00	2.7	1.8	0.9	0.0	2.9933481153	2.04081632653	1.13350125945	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
858			34530.0											345.3	346.81																				spk1	spk1	1.51	1.51	True							
859			34576.0										34576.0	345.76	346.6						95.0	spk1	un en-avant	1.0			100.0													346.665	347.517	narration		1		
860	2.5	1.0	34600.0	00:05:46.00	2.6	2.2	0.4	0.0	2.84153005464	2.44173140954	0.497512437811	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
861			34695.0										34695.0	346.95	348.88						96.0	spk1	argentin mêlée introduction	1.0			200.0													347.871	349.804	narration		1		
862	2.5	1.0	34700.0	00:05:47.00	2.7	2.7	0.0	0.0	2.98013245033	2.98013245033	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
863			34704.0											347.04	347.12																				spk1	spk1	0.08	0.08	True							
864			34749.0											347.49	347.92																				spk1	spk1	0.43	0.43	True							
865	2.0	0.5	34800.0	00:05:48.00	3.1	3.1	0.0	0.0	3.42163355408	3.42163355408	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
866			34835.0											348.35	348.45																				spk1	spk1	0.1	0.1	True							
867			34866.0										34866.0	348.66	357.26	47	mêlée	92	mise en place	spk1-096,spk1-097		spk1																								
868			34888.0											348.88	349.22																				spk1	spk1	0.34	0.34	True							
869	2.5	1.0	34900.0	00:05:49.00	3.5	3.5	0.0	0.0	3.8503850385	3.8503850385	0.0	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
870			34928.0										34928.0	349.28	349.64						97.0	spk1	française	1.0			50.0													350.189	350.541	narration		2		
871			34964.0										34964.0	349.64	350.84						98.0	spk1	tiens j'en profite c'est une mêlée		1		125.0													350.541	351.76	affirmation		2		
872			34978.0											349.78	350.22																				spk1	spk1	0.44	0.44	True							
873	2.5	1.0	35000.0	00:05:50.00	3.6	3.6	0.0	0.0	3.95604395604	3.95604395604	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
874			35048.0											350.48	350.58																				spk1	spk1	0.1	0.1	True							
875			35080.0											350.8	350.85																				spk1	spk1	0.05	0.05	True							
876	2.5	1.0	35100.0	00:05:51.00	3.9	3.9	0.0	0.0	4.26695842451	4.26695842451	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
877			35116.0										35116.0	351.16	353.32						99.0	spk1	pour appeler notre homme de terrain pendant cette coupe du monde		1		225.0													352.056	354.22	description		1		
878			35165.0											351.65	352.11																				spk1	spk1	0.46	0.46	True							
879	1.5	1.0	35200.0	00:05:52.00	4.1	4.1	0.0	0.0	4.49561403509	4.49561403509	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
880	1.5	1.0	35300.0	00:05:53.00	4.1	4.1	0.0	0.0	4.47598253275	4.47598253275	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
881			35371.0										35371.0	353.71	355.76						100.0	spk1	Fabrice Landreau l'entraîneur du stade français		1		225.0													354.611	356.673	explication		1		
882			35372.0											353.72	353.75																				spk1	spk1	0.03	0.03	True							
883	0.5	0.5	35400.0	00:05:54.00	3.8	3.8	0.0	0.0	3.96659707724	3.96659707724	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
884			35420.0											354.2	354.65																				spk1	spk1	0.45	0.45	True							
885	0.5	0.5	35500.0	00:05:55.00	4.1	4.1	0.0	0.0	4.36634717785	4.36634717785	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
886			35502.0											355.02	355.05																				spk1	spk1	0.03	0.03	True							
887	0.5	0.5	35600.0	00:05:56.00	4.3	4.3	0.0	0.0	4.65872156013	4.65872156013	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
888			35619.0										35619.0	356.19	357.32						101.0	spk1	ancien talonneur		1		125.0													357.112	358.211	explication		1		
889			35665.0											356.65	357.15																				spk1	spk1	0.5	0.5	True							
890	0.5	0.5	35700.0	00:05:57.00	3.9	3.9	0.0	0.0	4.2071197411	4.2071197411	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
891			35760.0											357.6	357.66																				spk1	spk1	0.06	0.06	True							
892			35762.0										35762.0	357.62	364.98	47	mêlée	93	mêlée	spk3-003		spk1																								
893			35795.0										35795.0	357.95	360.48						102.0	spk1	Roncero face à de Villiers ça va donner quoi		1		275.0													358.889	361.382	question		2	Roncero,de Villiers	Rodrigo Roncero=Ar;Pieter de Villiers=Fr
894	1.0	1.0	35800.0	00:05:58.00	3.6	3.6	0.0	0.0	3.89189189189	3.89189189189	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
895			35819.0											358.19	358.98																				spk1	spk1	0.79	0.79	True							
896	0.5	0.5	35900.0	00:05:59.00	3.6	3.0	0.0	0.6	3.87931034483	3.38218714769	0.0	0.757575757576																	0.0	1.0	0.0	0.0	1.0	0.0												
897			35948.0											359.48	359.59																				spk1	spk1	0.11	0.11	True							
898			35996.0											359.96	360.06																				spk1	spk1	0.1	0.1	True							
899	0.5	0.5	36000.0	00:06:00.00	4.1	2.7	0.0	1.4	4.47110141767	3.18021201413	0.0	1.73482032218																	0.0	1.0	0.0	0.0	1.0	0.0												
900			36065.0											360.65	360.69																				spk1	spk1	0.04	0.04	True							
901			36095.0											360.95	361.18																				spk1	spk1	0.23	0.23	True							
902	0.5	0.5	36100.0	00:06:01.00	4.0	2.2	0.0	1.8	4.47427293065	2.69938650307	0.0	2.20858895706																	0.0	1.0	0.0	0.0	1.0	0.0												
903			36131.0											361.31	362.52																				spk1	spk1	1.21	1.21	True							
904			36143.0										36143.0	361.43	362.04						103.0	spk1	Fabrice		1		75.0													362.355	362.961	invocation		1		
905	0.5	0.5	36200.0	00:06:02.00	4.5	1.9	0.0	2.6	5.15463917526	2.40506329114	0.0	3.1862745098																	0.0	1.0	0.0	0.0	2.0	0.0												
906			36236.0										36236.0	362.36	365.24						2.0	spk3	Bonsoir Thierry ben écoutez ça va être une une belle épreuve de choc		1															363.259	366.153	point de vue		1	Thierry	Thierry Dusautoir=Fr
907			36294.0											362.94	363.31																				spk1	spk3	0.37	0.37	False							
908	0.5	0.5	36300.0	00:06:03.00	5.0	1.6	0.0	3.4	5.70776255708	2.11920529801	0.0	4.04761904762																	0.0	1.0	0.0	0.0	1.0	0.0												
909	0.5	0.5	36400.0	00:06:04.00	5.3	1.6	0.0	3.7	6.0502283105	2.17983651226	0.0	4.41527446301																	0.0	1.0	0.0	0.0	1.0	0.0												
910			36458.0											364.58	364.67																				spk3	spk3	0.09	0.09	True							
911			36483.0											364.83	364.87																				spk3	spk3	0.04	0.04	True							
912			36498.0										36498.0	364.98	365.34	47	mêlée	94	extraction			spk3																								
913	1.0	0.5	36500.0	00:06:05.00	5.1	1.0	0.0	4.1	5.69832402235	1.4245014245	0.0	4.69644902635																	1.0	1.0	0.0	1.0	1.0	0.0												
914			36521.0											365.21	365.35																				spk3	spk3	0.14	0.14	True							
915			36524.0										36524.0	365.24	367.36						3.0	spk3	on voit tout de suite la mêlée argentine qui a pris le dessus	1.0																366.153	368.283	point de vue		1		
916			36534.0										36534.0	365.34	366.14	48	regroupement	95	plaquage			spk3																								
917			36575.0											365.75	365.81																				spk3	spk3	0.06	0.06	True							
918			36594.0											365.94	366.0																				spk3	spk3	0.06	0.06	True							
919	1.5	0.5	36600.0	00:06:06.00	5.1	0.4	0.0	4.7	5.5737704918	0.578034682081	0.0	5.21064301552																	1.0	0.0	0.0	1.0	0.0	0.0												
920			36610.0											366.1	366.23																				spk3	spk3	0.13	0.13	True							
921			36639.0											366.39	366.46																				spk3	spk3	0.07	0.07	True							
922			36655.0											366.55	366.6																				spk3	spk3	0.05	0.05	True							
923			36674.0										36674.0	366.74	367.34	48	regroupement	96	regroupement			spk3																								
924			36684.0											366.84	366.9																				spk3	spk3	0.06	0.06	True							
925	2.0	0.5	36700.0	00:06:07.00	5.6	0.3	0.0	5.3	6.09357997824	0.449101796407	0.0	5.87583148559																	1.0	1.0	0.0	1.0	1.0	0.0												
926			36734.0										36734.0	367.34	369.5	49	sifflet	97	sifflet	spk1-104		spk3																								
927			36784.0										36784.0	367.84	368.68						4.0	spk3	mais c'est vrai que		1															368.74	369.587	point de vue		1		
928			36786.0											367.86	367.89																				spk3	spk3	0.03	0.03	True							
929	2.0	0.5	36800.0	00:06:08.00	5.9	0.0	0.0	5.9	6.44808743169	0.0	0.0	6.44808743169																	0.0	1.0	0.0	0.0	2.0	0.0												
930			36826.0											368.26	368.78																				spk3	spk3	0.52	0.52	True							
931			36888.0										36888.0	368.88	374.32						5.0	spk3	j'ai entendu en tout cas tout proche beaucoup beaucoup Agustin Pichot dire en tout cas il fallait faire absolument des ballons portés du combat devant		1															369.787	375.219	explication		1	Agustin Pichot	Agustín Pichot=Ar
932	2.0	0.5	36900.0	00:06:09.00	6.3	0.0	0.0	6.3	6.88524590164	0.0	0.0	6.88524590164																	0.0	1.0	0.0	0.0	1.0	0.0												
933			36956.0											369.56	369.82																				spk3	spk3	0.26	0.26	True							
934	2.0	0.5	37000.0	00:06:10.00	6.2	0.0	0.0	6.2	6.70995670996	0.0	0.0	6.70995670996																	0.0	1.0	0.0	0.0	1.0	0.0												
935			37093.0											370.93	371.0																				spk3	spk3	0.07	0.07	True							
936	2.0	0.5	37100.0	00:06:11.00	6.3	0.0	0.0	6.3	6.64556962025	0.0	0.0	6.64556962025																	0.0	1.0	0.0	0.0	1.0	0.0												
937			37159.0											371.59	371.62																				spk3	spk3	0.03	0.03	True							
938	2.0	0.5	37200.0	00:06:12.00	6.2	0.0	0.0	6.2	6.38516992791	0.0	0.0	6.38516992791																	0.0	1.0	0.0	0.0	1.0	0.0												
939			37251.0											372.51	372.57																				spk3	spk3	0.06	0.06	True							
940	2.0	0.5	37300.0	00:06:13.00	5.9	0.0	0.0	5.9	6.13943808533	0.0	0.0	6.13943808533																	0.0	1.0	0.0	0.0	1.0	0.0												
941	2.0	0.5	37400.0	00:06:14.00	5.9	0.3	0.0	5.6	6.1266874351	0.443786982249	0.0	5.90717299578																	0.0	1.0	0.0	0.0	2.0	0.0												
942			37450.0											374.5	374.54																				spk3	spk3	0.04	0.04	True							
943			37460.0										37460.0	374.6	376.8						6.0	spk3	c'est en tout cas la consigne des Argentins pour cette première mi-temps		1															375.517	377.699	explication		1		
944	1.5	0.5	37500.0	00:06:15.00	6.1	0.9	0.0	5.2	6.32124352332	1.23456790123	0.0	5.68306010929																	0.0	1.0	0.0	0.0	1.0	0.0												
945			37519.0											375.19	375.56																				spk3	spk3	0.37	0.37	True							
946	1.0	0.5	37600.0	00:06:16.00	6.2	1.6	0.0	4.6	6.42487046632	2.10803689065	0.0	5.18602029312																	0.0	1.0	0.0	0.0	1.0	0.0												
947	0.5	0.5	37700.0	00:06:17.00	5.8	1.8	0.0	4.0	6.00414078675	2.28426395939	0.0	4.61361014994																	1.0	0.0	0.0	1.0	0.0	0.0												
948			37720.0											377.2	377.26																				spk3	spk3	0.06	0.06	True							
949			37755.0											377.55	377.6																				spk3	spk3	0.05	0.05	True							
950			37767.0											377.67	378.76																				spk3	spk1	1.09	1.09	False							
951			37780.0										37780.0	377.8	380.68						104.0	spk1	et là l'équipe de France va bénéficier d'une pénalité bien placée	1.0			300.0													378.724	381.592	narration		1		
952	0.0	0.0	37800.0	00:06:18.00	5.6	2.2	0.0	3.4	5.76131687243	2.68292682927	0.0	4.05244338498																	1.0	0.0	0.0	1.0	0.0	0.0												
953	0.0	0.0	37900.0	00:06:19.00	4.7	2.4	0.0	2.3	4.84536082474	2.78422273782	0.0	2.78450363196																	1.0	0.0	0.0	1.0	0.0	0.0												
954	0.0	0.0	38000.0	00:06:20.00	4.4	2.8	0.0	1.6	4.52674897119	3.1007751938	0.0	1.97044334975																	1.0	0.0	0.0	1.0	0.0	0.0												
955			38088.0											380.88	380.95																				spk1	spk1	0.07	0.07	True							
956	0.0	0.0	38100.0	00:06:21.00	4.9	2.8	0.9	1.2	5.03080082136	3.1076581576	1.16129032258	1.53846153846																	0.0	1.0	0.0	0.0	1.0	0.0												
957			38140.0										38140.0	381.4	382.12						105.0	spk1	on a plongé		1		75.0													382.319	383.036	narration		2		
958			38157.0											381.57	382.39																				spk1	spk1	0.82	0.82	True							
959	0.0	0.0	38200.0	00:06:22.00	4.7	2.8	1.4	0.5	4.8353909465	3.14960629921	1.73697270471	0.680272108844																	0.0	1.0	0.0	0.0	2.0	0.0												
960			38280.0										38280.0	382.8	383.88						106.0	spk1	du côté des Pumas		1		125.0													383.722	384.778	narration suspensive		2		
961	0.0	0.0	38300.0	00:06:23.00	5.0	2.8	2.2	0.0	5.07614213198	3.2	2.66666666667	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
962			38301.0											383.01	383.77																				spk1	spk1	0.76	0.76	True							
963	0.0	0.0	38400.0	00:06:24.00	5.2	2.5	2.7	0.0	5.28992878942	2.97619047619	3.22195704057	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
964			38408.0										38408.0	384.08	385.76						44.0	spk2	vous verrez Monsieur Spreadbury avec son euh		1			175.0												385.007	386.653	explication		1		
965			38475.0											384.75	385.04																				spk1	spk2	0.29	0.29	False							
966	0.0	0.0	38500.0	00:06:25.00	5.0	1.9	3.1	0.0	5.08646998983	2.31143552311	3.55097365407	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
967	0.0	0.0	38600.0	00:06:26.00	4.9	1.2	3.7	0.0	4.95951417004	1.51898734177	4.08388520971	0.0	38600.0	386.0	388.04						45.0	spk2	son bras droit il fait une espèce de roulé avec la main		1			225.0	0.0	1.0	0.0	0.0	1.0	0.0						386.892	388.946	explication		1		
968			38663.0											386.63	386.93																				spk2	spk2	0.3	0.3	True							
969	0.0	0.0	38700.0	00:06:27.00	5.1	1.0	4.1	0.0	5.18819938962	1.31061598952	4.44685466377	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
970			38758.0										38758.0	387.58	398.58			98	ralenti	spk2-049,spk2-050,spk2-051		spk2																								
971	0.5	0.5	38800.0	00:06:28.00	5.3	0.6	4.7	0.0	5.40265035678	0.852272727273	4.92662473795	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
972			38832.0										38832.0	388.32	389.28						46.0	spk2	qui exprime bien que		1			100.0												389.221	390.186	explication		1		
973			38892.0											388.92	389.26																				spk2	spk2	0.34	0.34	True							
974	0.5	0.5	38900.0	00:06:29.00	5.6	0.4	5.2	0.0	5.69684638861	0.582241630277	5.37745604964	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
975			38948.0										38948.0	389.48	392.12						47.0	spk2	quand on est au sol il faut ramper rouler faire ce que vous voulez		1			275.0												390.402	393.018	explication		1		
976	0.5	0.5	39000.0	00:06:30.00	6.0	0.0	6.0	0.0	6.10376398779	0.0	6.10376398779	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
977			39016.0											390.16	390.44																				spk2	spk2	0.28	0.28	True							
978	0.5	0.5	39100.0	00:06:31.00	5.8	0.0	5.8	0.0	5.9003051882	0.0	5.9003051882	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
979			39114.0											391.14	391.21																				spk2	spk2	0.07	0.07	True							
980	0.5	0.5	39200.0	00:06:32.00	5.8	0.0	5.8	0.0	5.9003051882	0.0	5.9003051882	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
981			39232.0										39232.0	392.32	393.16						48.0	spk2	mais sortir de la zone		1			100.0												393.239	394.058	explication		1		
982			39299.0											392.99	393.27																				spk2	spk2	0.28	0.28	True							
983	0.5	0.5	39300.0	00:06:33.00	5.8	0.0	5.8	0.0	5.92441266599	0.0	5.92441266599	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
984			39343.0										39343.0	393.43	396.0						49.0	spk2	et là vous allez voir regardez le joueur argentin il n'est plus sur ses pieds il vient plonger	1.0				275.0												394.366	396.913	explication		1		
985	0.5	0.5	39400.0	00:06:34.00	6.2	0.0	6.2	0.0	6.32008154944	0.0	6.32008154944	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
986			39403.0											394.03	394.4																				spk2	spk2	0.37	0.37	True							
987	0.5	0.5	39500.0	00:06:35.00	6.4	0.0	6.4	0.0	6.53728294178	0.0	6.53728294178	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
988	0.5	0.5	39600.0	00:06:36.00	6.5	0.0	6.5	0.0	6.62589194699	0.0	6.62589194699	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
989			39628.0										39628.0	396.28	399.0						50.0	spk2	et après il fait même pas l'effort regardez il prend le ballon encore avec l- avec les mains	1.0				275.0												397.173	399.891	explication	agacement	1		
990			39689.0											396.89	397.21																				spk2	spk2	0.32	0.32	True							
991	0.5	0.5	39700.0	00:06:37.00	6.5	0.0	6.5	0.0	6.57894736842	0.0	6.57894736842	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
992			39772.0											397.72	397.76																				spk2	spk2	0.04	0.04	True							
993	0.0	0.0	39800.0	00:06:38.00	6.8	0.0	6.8	0.0	6.86868686869	0.0	6.86868686869	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
994	0.0	0.0	39900.0	00:06:39.00	7.0	0.0	7.0	0.0	7.10659898477	0.0	7.10659898477	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
995			39928.0										39928.0	399.28	402.19						51.0	spk2	il fait même pas l'effort de sortir de ramper de rouler mais il doit sortir la zone	1.0				300.0												400.17	403.091	réprobation	agacement	1		
996			39938.0										39938.0	399.38	427.42	51	pénalité	99	mise en place	spk1-107,spk1-108,spk1-109,spk1-110,spk1-112		spk2																								
997			39987.0											399.87	400.21																				spk2	spk2	0.34	0.34	True							
998	0.5	0.5	40000.0	00:06:40.00	6.2	0.0	6.2	0.0	6.28166160081	0.0	6.28166160081	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
999	0.5	0.5	40100.0	00:06:41.00	6.0	0.5	5.5	0.0	6.07902735562	0.65445026178	5.78338590957	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1000	0.5	0.5	40200.0	00:06:42.00	6.2	1.2	5.0	0.0	6.26895854398	1.5	5.50055005501	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
1001			40240.0										40240.0	402.4	402.84						52.0	spk2	il est pénalisé		1			50.0												403.293	403.752	explication		1		
1002	0.5	0.5	40300.0	00:06:43.00	5.7	1.5	4.2	0.0	5.76339737108	1.80940892642	4.77815699659	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1003			40307.0											403.07	403.33																				spk2	spk2	0.26	0.26	True							
1004			40372.0											403.72	405.27																				spk2	spk1	1.55	1.55	False							
1005	0.5	0.5	40400.0	00:06:44.00	4.8	1.5	3.3	0.0	4.85338725986	1.74418604651	3.7542662116	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1006			40432.0										40432.0	404.32	406.8						107.0	spk1	le buteur de l'équipe de France c'est lui c'est David Skrela	1.0			250.0													405.234	407.727	description		1	David Skrela	David Skrela=Fr
1007	0.5	0.5	40500.0	00:06:45.00	4.2	1.5	2.7	0.0	4.23814328961	1.68539325843	3.06469920545	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1008	0.5	0.5	40600.0	00:06:46.00	3.5	1.5	2.0	0.0	3.53178607467	1.64293537788	2.27014755959	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1009	0.5	0.5	40700.0	00:06:47.00	3.1	1.5	1.6	0.0	3.12815338042	1.59404888417	1.81611804767	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1010			40768.0											407.68	412.03																				spk1	spk1	4.35	4.35	True							
1011	0.5	0.5	40800.0	00:06:48.00	2.5	1.8	0.7	0.0	2.55885363357	1.87304890739	0.815850815851	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1012	0.5	0.5	40900.0	00:06:49.00	2.3	2.3	0.0	0.0	2.39833159541	2.39833159541	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1013	0.0	0.0	41000.0	00:06:50.00	3.2	3.2	0.0	0.0	3.37197049526	3.37197049526	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1014	0.0	0.0	41100.0	00:06:51.00	3.3	3.3	0.0	0.0	3.58695652174	3.58695652174	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1015			41104.0										41104.0	411.04	415.43						108.0	spk1	un peu moins de vingt-six mètres la ligne que vous voyez devant lui c'est la ligne des vingt-deux mètres mais avec euh	1.0			450.0													411.962	416.342	description		1		
1016	0.0	0.0	41200.0	00:06:52.00	2.7	2.7	0.0	0.0	3.00668151448	3.00668151448	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1017			41205.0											412.05	412.13																				spk1	spk1	0.08	0.08	True							
1018			41261.0											412.61	412.67																				spk1	spk1	0.06	0.06	True							
1019	0.0	0.0	41300.0	00:06:53.00	2.6	2.6	0.0	0.0	2.89855072464	2.89855072464	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1020			41334.0											413.34	413.49																				spk1	spk1	0.15	0.15	True							
1021			41380.0											413.8	413.88																				spk1	spk1	0.08	0.08	True							
1022	0.0	0.0	41400.0	00:06:54.00	2.9	2.9	0.0	0.0	3.24022346369	3.24022346369	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1023			41447.0											414.47	414.5																				spk1	spk1	0.03	0.03	True							
1024			41473.0											414.73	414.76																				spk1	spk1	0.03	0.03	True							
1025			41484.0											414.84	414.88																				spk1	spk1	0.04	0.04	True							
1026	0.0	0.0	41500.0	00:06:55.00	2.9	2.9	0.0	0.0	3.24022346369	3.24022346369	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1027			41520.0											415.2	415.25																				spk1	spk1	0.05	0.05	True							
1028			41534.0											415.34	415.39																				spk1	spk1	0.05	0.05	True							
1029			41551.0											415.51	415.7																				spk1	spk1	0.19	0.19	True							
1030	0.0	0.0	41600.0	00:06:56.00	3.2	3.2	0.0	0.0	3.67816091954	3.67816091954	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1031			41604.0											416.04	416.14																				spk1	spk1	0.1	0.1	True							
1032			41622.0											416.22	417.78																				spk1	spk1	1.56	1.56	True							
1033			41676.0										41676.0	416.76	417.76						109.0	spk1	le décalage	1.0			100.0													417.675	418.654	explication		1		
1034	0.0	0.0	41700.0	00:06:57.00	3.5	3.5	0.0	0.0	4.17661097852	4.17661097852	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1035			41789.0											417.89	417.94																				spk1	spk1	0.05	0.05	True							
1036	0.0	0.0	41800.0	00:06:58.00	3.6	3.6	0.0	0.0	4.29082240763	4.29082240763	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1037			41863.0											418.63	420.19																				spk1	spk1	1.56	1.56	True							
1038	0.0	0.0	41900.0	00:06:59.00	3.2	3.2	0.0	0.0	3.72526193248	3.72526193248	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1039			41924.0										41924.0	419.24	421.28						110.0	spk1	ça fait un peu moins de vingt-six mètres	1.0			225.0													420.151	422.202	explication		1		
1040	0.0	0.0	42000.0	00:07:00.00	2.3	2.3	0.0	0.0	2.64672036824	2.64672036824	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1041			42037.0											420.37	420.57																				spk1	spk1	0.2	0.2	True							
1042			42075.0											420.75	420.8																				spk1	spk1	0.05	0.05	True							
1043	0.0	0.0	42100.0	00:07:01.00	1.7	1.7	0.0	0.0	1.89309576837	1.89309576837	0.0	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
1044			42145.0										42145.0	421.45	424.26			100	stade			spk1																								
1045			42148.0										42148.0	421.48	422.52						111.0	spk1	pour égaliser		1		125.0													422.408	423.412	explication		1		
1046			42188.0											421.88	422.45																				spk1	spk1	0.57	0.57	True							
1047	0.5	0.0	42200.0	00:07:02.00	1.6	1.6	0.0	0.0	1.73913043478	1.73913043478	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1048			42268.0											422.68	422.81																				spk1	spk1	0.13	0.13	True							
1049	0.5	0.0	42300.0	00:07:03.00	1.4	1.4	0.0	0.0	1.51351351351	1.51351351351	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1050			42338.0											423.38	428.15																				spk1	spk1	4.77	4.77	True							
1051	0.5	0.0	42400.0	00:07:04.00	1.5	1.5	0.0	0.0	1.61812297735	1.61812297735	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1052	0.5	0.0	42500.0	00:07:05.00	2.0	2.0	0.0	0.0	2.16216216216	2.16216216216	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1053	0.5	0.0	42600.0	00:07:06.00	1.7	1.7	0.0	0.0	1.78947368421	1.78947368421	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1054	0.5	0.0	42700.0	00:07:07.00	1.4	1.4	0.0	0.0	1.42566191446	1.42566191446	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1055			42719.0										42719.0	427.19	429.08						112.0	spk1	concentration de David Skrela	1.0			200.0													428.102	429.976	narration suspensive		1	David Skrela	David Skrela=Fr
1056			42758.0										42758.0	427.58	433.14	51	pénalité	101	tir au but			spk1																								
1057	1.0	0.0	42800.0	00:07:08.00	1.0	1.0	0.0	0.0	1.00502512563	1.00502512563	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1058	1.0	0.0	42900.0	00:07:09.00	1.1	1.1	0.0	0.0	1.17521367521	1.17521367521	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1059			42995.0											429.95	433.19																				spk1	spk1	3.24	3.24	True							
1060	1.0	0.0	43000.0	00:07:10.00	1.3	1.3	0.0	0.0	1.39335476956	1.39335476956	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1061	1.0	0.0	43100.0	00:07:11.00	1.3	1.3	0.0	0.0	1.39335476956	1.39335476956	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1062	0.5	0.0	43200.0	00:07:12.00	1.3	1.3	0.0	0.0	1.39335476956	1.39335476956	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1063			43219.0										43219.0	432.19	433.43						113.0	spk1	et trois partout	1.0			125.0													433.119	434.334	affirmation		2		
1064	0.5	0.0	43300.0	00:07:13.00	1.3	1.3	0.0	0.0	1.39335476956	1.39335476956	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1065			43314.0										43314.0	433.14	433.86	51	pénalité	102	marqué	spk1-113		spk1																								
